Id,EventType,Message,VideoId,EventName,ModifiedBy,ModifiedDate,Video_Token,ThreadId,Tags,Created,SubmissionDate,VideoCreatorId,Reply_To,Weight,Position,Duration,VideoResolution,Views,CommunityManagerNotes,Custom_Label,Video_State,Video_Type,IsDeleted
5524,Video,Original video: 1525,1534,Copy,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:21:54 AM,r1ee5155bb8b73e1dd59e72c3849a70d,931,"submitted,{""threadId"":990},pending",11/25/2020 7:41:07 AM,11/25/2020 7:41:20 AM,,0,0,74,49.92,,0,,Sansar Sangidorj / Composer,Created,Featured,False
5525,Video,,1534,CustomLabel,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:22:09 AM,r1ee5155bb8b73e1dd59e72c3849a70d,931,"submitted,{""threadId"":990},pending",11/25/2020 7:41:07 AM,11/25/2020 7:41:20 AM,,0,0,74,49.92,,0,,Bedridden / Voodisse aheldatud,Created,Featured,False
5526,Video,,1534,Publish,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:22:09 AM,r1ee5155bb8b73e1dd59e72c3849a70d,931,"submitted,{""threadId"":990},pending",11/25/2020 7:41:07 AM,11/25/2020 7:41:20 AM,,0,0,74,49.92,,0,,Bedridden / Voodisse aheldatud,Published,Normal,False
5527,Video,,1534,VideoType,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:22:12 AM,r1ee5155bb8b73e1dd59e72c3849a70d,931,"submitted,{""threadId"":990},pending",11/25/2020 7:41:07 AM,11/25/2020 7:41:20 AM,,0,0,74,49.92,,0,,Bedridden / Voodisse aheldatud,Published,Featured,False
5533,Video,Original video: 1520,1535,Copy,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:25:59 AM,r11215d706458436a347c4e412feb856,931,"submitted,{""threadId"":976},pending",11/24/2020 7:34:15 PM,11/24/2020 7:35:17 PM,,0,0,75,46.76,,0,,Nándor Lörincz and Bálint Nagy / Directors,Created,Featured,False
5534,Video,,1535,CustomLabel,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:26:12 AM,r11215d706458436a347c4e412feb856,931,"submitted,{""threadId"":976},pending",11/24/2020 7:34:15 PM,11/24/2020 7:35:17 PM,,0,0,75,46.76,,0,,As far as I know / Mulle teadaolevalt,Created,Featured,False
5535,Video,,1535,Publish,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:26:32 AM,r11215d706458436a347c4e412feb856,931,"submitted,{""threadId"":976},pending",11/24/2020 7:34:15 PM,11/24/2020 7:35:17 PM,,0,0,75,46.76,,0,,As far as I know / Mulle teadaolevalt,Published,Normal,False
5536,Video,,1535,VideoType,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:26:35 AM,r11215d706458436a347c4e412feb856,931,"submitted,{""threadId"":976},pending",11/24/2020 7:34:15 PM,11/24/2020 7:35:17 PM,,0,0,75,46.76,,0,,As far as I know / Mulle teadaolevalt,Published,Featured,False
5543,Video,Original video: 1515,1537,Copy,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:34:30 AM,r1b917a29a7c7102f9d3313670515662,931,"submitted,{""threadId"":1087},pending",11/24/2020 6:19:30 PM,11/24/2020 6:20:52 PM,,0,0,76,47.16,,0,,Asen Vladimirov / Producer,Created,Featured,False
5544,Video,,1537,CustomLabel,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:34:53 AM,r1b917a29a7c7102f9d3313670515662,931,"submitted,{""threadId"":1087},pending",11/24/2020 6:19:30 PM,11/24/2020 6:20:52 PM,,0,0,76,47.16,,0,,Fear / Hirm,Created,Featured,False
5545,Video,,1537,Publish,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:34:53 AM,r1b917a29a7c7102f9d3313670515662,931,"submitted,{""threadId"":1087},pending",11/24/2020 6:19:30 PM,11/24/2020 6:20:52 PM,,0,0,76,47.16,,0,,Fear / Hirm,Published,Normal,False
5546,Video,,1537,VideoType,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:34:56 AM,r1b917a29a7c7102f9d3313670515662,931,"submitted,{""threadId"":1087},pending",11/24/2020 6:19:30 PM,11/24/2020 6:20:52 PM,,0,0,76,47.16,,0,,Fear / Hirm,Published,Featured,False
5552,Video,Original video: 1536,1538,Copy,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:37:33 AM,r1eaac7b97975ebfe63979ca5edf5920,931,"submitted,{""threadId"":1198},pending",11/25/2020 10:27:31 AM,11/25/2020 10:27:42 AM,,0,0,77,8.24,,0,,Pablo de la Chica / Director,Created,Featured,False
5553,Video,,1538,CustomLabel,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:37:59 AM,r1eaac7b97975ebfe63979ca5edf5920,931,"submitted,{""threadId"":1198},pending",11/25/2020 10:27:31 AM,11/25/2020 10:27:42 AM,,0,0,77,8.24,,0,,Mama / Emme,Created,Featured,False
5554,Video,,1538,Publish,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:38:04 AM,r1eaac7b97975ebfe63979ca5edf5920,931,"submitted,{""threadId"":1198},pending",11/25/2020 10:27:31 AM,11/25/2020 10:27:42 AM,,0,0,77,8.24,,0,,Mama / Emme,Published,Normal,False
5555,Video,,1538,VideoType,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:38:07 AM,r1eaac7b97975ebfe63979ca5edf5920,931,"submitted,{""threadId"":1198},pending",11/25/2020 10:27:31 AM,11/25/2020 10:27:42 AM,,0,0,77,8.24,,0,,Mama / Emme,Published,Featured,False
5560,Video,Original video: 1512,1539,Copy,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:45:48 AM,r112e48cf1dd23a3633c6460c10c9f5b,931,"submitted,{""threadId"":1014},pending",11/24/2020 4:47:38 PM,11/24/2020 4:49:34 PM,,0,0,78,28.8,,0,,Alberto Gross / Director,Created,Featured,False
5561,Video,,1539,CustomLabel,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:46:01 AM,r112e48cf1dd23a3633c6460c10c9f5b,931,"submitted,{""threadId"":1014},pending",11/24/2020 4:47:38 PM,11/24/2020 4:49:34 PM,,0,0,78,28.8,,0,,Broken roots / Katkised juured,Created,Featured,False
5562,Video,,1539,Publish,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:46:04 AM,r112e48cf1dd23a3633c6460c10c9f5b,931,"submitted,{""threadId"":1014},pending",11/24/2020 4:47:38 PM,11/24/2020 4:49:34 PM,,0,0,78,28.8,,0,,Broken roots / Katkised juured,Published,Normal,False
5563,Video,,1539,VideoType,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:46:06 AM,r112e48cf1dd23a3633c6460c10c9f5b,931,"submitted,{""threadId"":1014},pending",11/24/2020 4:47:38 PM,11/24/2020 4:49:34 PM,,0,0,78,28.8,,0,,Broken roots / Katkised juured,Published,Featured,False
5571,Video,Original video: 1518,1540,Copy,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:53:05 AM,r115d47c325821441668c5f724affd66,931,"submitted,{""threadId"":931},pending",11/24/2020 6:41:50 PM,11/24/2020 6:42:44 PM,,0,0,79,24.6,,0,,Luca Arcangeli / Director,Created,Featured,False
5572,Video,,1540,CustomLabel,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:54:24 AM,r115d47c325821441668c5f724affd66,931,"submitted,{""threadId"":931},pending",11/24/2020 6:41:50 PM,11/24/2020 6:42:44 PM,,0,0,79,24.6,,0,,Instructions on how to make a mannequin,Created,Featured,False
5573,Video,,1540,Publish,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:54:26 AM,r115d47c325821441668c5f724affd66,931,"submitted,{""threadId"":931},pending",11/24/2020 6:41:50 PM,11/24/2020 6:42:44 PM,,0,0,79,24.6,,0,,Instructions on how to make a mannequin,Published,Normal,False
5574,Video,,1540,VideoType,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:54:28 AM,r115d47c325821441668c5f724affd66,931,"submitted,{""threadId"":931},pending",11/24/2020 6:41:50 PM,11/24/2020 6:42:44 PM,,0,0,79,24.6,,0,,Instructions on how to make a mannequin,Published,Featured,False
5575,Video,,1527,CustomLabel,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:56:11 AM,r125802267a95535ed8c2cc01a2dc9ba,931,"submitted,{""threadId"":931},pending,{""creator"":""Aljona@diafilm.ee""}",11/25/2020 8:27:16 AM,11/25/2020 8:27:25 AM,Email provided,0,0,68,13.51,,0,,Aljona Suržikova / Director,Created,Normal,False
5576,Video,,1527,VideoType,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:56:15 AM,r125802267a95535ed8c2cc01a2dc9ba,931,"submitted,{""threadId"":931},pending,{""creator"":""Aljona@diafilm.ee""}",11/25/2020 8:27:16 AM,11/25/2020 8:27:25 AM,Email provided,0,0,68,13.51,,0,,Aljona Suržikova / Director,Created,Featured,False
5577,Video,,1527,Publish,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:56:17 AM,r125802267a95535ed8c2cc01a2dc9ba,931,"submitted,{""threadId"":931},pending,{""creator"":""Aljona@diafilm.ee""}",11/25/2020 8:27:16 AM,11/25/2020 8:27:25 AM,Email provided,0,0,68,13.51,,0,,Aljona Suržikova / Director,Published,Featured,False
5578,Video,Copied to video: 1541,1527,Copy,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:56:41 AM,r125802267a95535ed8c2cc01a2dc9ba,931,"submitted,{""threadId"":931},pending,{""creator"":""Aljona@diafilm.ee""}",11/25/2020 8:27:16 AM,11/25/2020 8:27:25 AM,Email provided,0,0,68,13.51,,0,,Aljona Suržikova / Director,Published,Featured,False
5582,Video,,1527,CustomLabel,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:57:15 AM,r125802267a95535ed8c2cc01a2dc9ba,931,"submitted,{""threadId"":931},pending,{""creator"":""Aljona@diafilm.ee""}",11/25/2020 8:27:16 AM,11/25/2020 8:27:25 AM,Email provided,0,0,68,13.51,,0,,"Soviet ",Published,Featured,False
5583,Video,,1527,CustomLabel,631b63ae-1557-407a-b346-4bef91c1ae6d,11/25/2020 10:57:27 AM,r125802267a95535ed8c2cc01a2dc9ba,931,"submitted,{""threadId"":931},pending,{""creator"":""Aljona@diafilm.ee""}",11/25/2020 8:27:16 AM,11/25/2020 8:27:25 AM,Email provided,0,0,68,13.51,,0,,Soviet Friendbook / Ankeet,Published,Featured,False
5594,Video,Original video: 1543,1544,Copy,d1e8af53-1e81-4ccc-a12c-7a6e08986a89,11/25/2020 3:17:01 PM,r1e199fb0c43fb4698886bd1accb9951,931,"submitted,{""threadId"":1198},pending",11/25/2020 3:09:35 PM,11/25/2020 3:09:48 PM,,0,0,81,54.27,,0,,Pablo de la Chica / Director,Created,Featured,False
5595,Video,,1538,Delete,d1e8af53-1e81-4ccc-a12c-7a6e08986a89,11/25/2020 3:17:11 PM,r1eaac7b97975ebfe63979ca5edf5920,931,"submitted,{""threadId"":931},approved,featured",11/25/2020 10:37:28 AM,11/25/2020 10:37:33 AM,,0,0,77,8.24,,0,,Mama / Emme,Published,Featured,True
5596,Video,,1544,CustomLabel,d1e8af53-1e81-4ccc-a12c-7a6e08986a89,11/25/2020 3:17:21 PM,r1e199fb0c43fb4698886bd1accb9951,931,"submitted,{""threadId"":1198},pending",11/25/2020 3:09:35 PM,11/25/2020 3:09:48 PM,,0,0,81,54.27,,0,,Mama / Emme,Created,Featured,False
5598,Video,,1544,PositionChange,d1e8af53-1e81-4ccc-a12c-7a6e08986a89,11/25/2020 3:17:21 PM,r1e199fb0c43fb4698886bd1accb9951,931,"submitted,{""threadId"":1198},pending",11/25/2020 3:09:35 PM,11/25/2020 3:09:48 PM,,0,0,80,54.27,,0,,Mama / Emme,Created,Featured,False
5599,Video,,1540,PositionChange,d1e8af53-1e81-4ccc-a12c-7a6e08986a89,11/25/2020 3:17:23 PM,r115d47c325821441668c5f724affd66,931,"submitted,{""threadId"":931},approved,featured",11/25/2020 10:53:00 AM,11/25/2020 10:53:04 AM,,0,0,80,24.6,,0,,Instructions on how to make a mannequin,Published,Featured,False
5600,Video,,1544,PositionChange,d1e8af53-1e81-4ccc-a12c-7a6e08986a89,11/25/2020 3:17:23 PM,r1e199fb0c43fb4698886bd1accb9951,931,"submitted,{""threadId"":1198},pending",11/25/2020 3:09:35 PM,11/25/2020 3:09:48 PM,,0,0,79,54.27,,0,,Mama / Emme,Created,Featured,False
5601,Video,,1539,PositionChange,d1e8af53-1e81-4ccc-a12c-7a6e08986a89,11/25/2020 3:17:25 PM,r112e48cf1dd23a3633c6460c10c9f5b,931,"submitted,{""threadId"":931},approved,featured",11/25/2020 10:45:42 AM,11/25/2020 10:45:48 AM,,0,0,79,28.8,,0,,Broken roots / Katkised juured,Published,Featured,False
5602,Video,,1544,PositionChange,d1e8af53-1e81-4ccc-a12c-7a6e08986a89,11/25/2020 3:17:25 PM,r1e199fb0c43fb4698886bd1accb9951,931,"submitted,{""threadId"":1198},pending",11/25/2020 3:09:35 PM,11/25/2020 3:09:48 PM,,0,0,78,54.27,,0,,Mama / Emme,Created,Featured,False
5603,Video,,1544,Publish,d1e8af53-1e81-4ccc-a12c-7a6e08986a89,11/25/2020 4:59:35 PM,r1e199fb0c43fb4698886bd1accb9951,931,"submitted,{""threadId"":1198},pending",11/25/2020 3:09:35 PM,11/25/2020 3:09:48 PM,,0,0,78,54.27,,0,,Mama / Emme,Published,Normal,False
5657,Video,Original video: 1564,1570,Copy,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:11:53 AM,r17fcbe7b418922f31417a94512c0172,931,"submitted,{""threadId"":1443},pending",11/26/2020 8:43:07 AM,11/26/2020 8:43:21 AM,,0,0,81,50.64,,0,,Paola Baldión / Actress,Created,Featured,False
5658,Video,,1570,CustomLabel,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:12:49 AM,r17fcbe7b418922f31417a94512c0172,931,"submitted,{""threadId"":1443},pending",11/26/2020 8:43:07 AM,11/26/2020 8:43:21 AM,,0,0,81,50.64,,0,,Thread of Return,Created,Featured,False
5659,Video,,1570,CustomLabel,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:13:06 AM,r17fcbe7b418922f31417a94512c0172,931,"submitted,{""threadId"":1443},pending",11/26/2020 8:43:07 AM,11/26/2020 8:43:21 AM,,0,0,81,50.64,,0,,Thread of Return / Juurte küljest lahti,Created,Featured,False
5660,Video,,1570,Publish,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:13:07 AM,r17fcbe7b418922f31417a94512c0172,931,"submitted,{""threadId"":1443},pending",11/26/2020 8:43:07 AM,11/26/2020 8:43:21 AM,,0,0,81,50.64,,0,,Thread of Return / Juurte küljest lahti,Published,Normal,False
5661,Video,,1570,VideoType,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:13:09 AM,r17fcbe7b418922f31417a94512c0172,931,"submitted,{""threadId"":1443},pending",11/26/2020 8:43:07 AM,11/26/2020 8:43:21 AM,,0,0,81,50.64,,0,,Thread of Return / Juurte küljest lahti,Published,Featured,False
5666,Video,Original video: 1554,1571,Copy,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:14:14 AM,r1c7f4658720a0904a655b09cd0eeb4e,931,"submitted,{""threadId"":931},pending",11/25/2020 9:41:32 PM,11/25/2020 9:41:56 PM,,0,0,82,51.16,,0,,David White / Director,Created,Featured,False
5667,Video,,1571,CustomLabel,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:14:27 AM,r1c7f4658720a0904a655b09cd0eeb4e,931,"submitted,{""threadId"":931},pending",11/25/2020 9:41:32 PM,11/25/2020 9:41:56 PM,,0,0,82,51.16,,0,,This town / See linn,Created,Featured,False
5668,Video,,1571,Publish,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:14:29 AM,r1c7f4658720a0904a655b09cd0eeb4e,931,"submitted,{""threadId"":931},pending",11/25/2020 9:41:32 PM,11/25/2020 9:41:56 PM,,0,0,82,51.16,,0,,This town / See linn,Published,Normal,False
5669,Video,,1571,VideoType,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:14:31 AM,r1c7f4658720a0904a655b09cd0eeb4e,931,"submitted,{""threadId"":931},pending",11/25/2020 9:41:32 PM,11/25/2020 9:41:56 PM,,0,0,82,51.16,,0,,This town / See linn,Published,Featured,False
5674,Video,Original video: 1565,1572,Copy,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:18:06 AM,r1fc8921a6f7f7ced58453172cae43ce,931,"submitted,{""threadId"":1424},pending,{""creator"":""stefan@bkn-film.de""}",11/26/2020 8:43:36 AM,11/26/2020 8:43:47 AM,Email provided,0,0,83,24.94,,0,,Stefan M. Bürkner / Director,Created,Featured,False
5675,Video,,1572,CustomLabel,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:18:14 AM,r1fc8921a6f7f7ced58453172cae43ce,931,"submitted,{""threadId"":1424},pending,{""creator"":""stefan@bkn-film.de""}",11/26/2020 8:43:36 AM,11/26/2020 8:43:47 AM,Email provided,0,0,83,24.94,,0,,The Simulation of Being / Olemise simulatsioon,Created,Featured,False
5676,Video,,1572,Publish,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:18:15 AM,r1fc8921a6f7f7ced58453172cae43ce,931,"submitted,{""threadId"":1424},pending,{""creator"":""stefan@bkn-film.de""}",11/26/2020 8:43:36 AM,11/26/2020 8:43:47 AM,Email provided,0,0,83,24.94,,0,,The Simulation of Being / Olemise simulatsioon,Published,Normal,False
5677,Video,,1572,VideoType,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:18:17 AM,r1fc8921a6f7f7ced58453172cae43ce,931,"submitted,{""threadId"":1424},pending,{""creator"":""stefan@bkn-film.de""}",11/26/2020 8:43:36 AM,11/26/2020 8:43:47 AM,Email provided,0,0,83,24.94,,0,,The Simulation of Being / Olemise simulatsioon,Published,Featured,False
5682,Video,Original video: 1569,1573,Copy,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:20:02 AM,r1052746a48aecfe9854b03982d12beb,931,"submitted,{""threadId"":1391},pending",11/26/2020 10:03:10 AM,11/26/2020 10:03:53 AM,,0,0,84,36.08,,0,,Léa Triboulet / Director,Created,Featured,False
5683,Video,,1573,CustomLabel,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:20:12 AM,r1052746a48aecfe9854b03982d12beb,931,"submitted,{""threadId"":1391},pending",11/26/2020 10:03:10 AM,11/26/2020 10:03:53 AM,,0,0,84,36.08,,0,,The Last Bee / Viimne mesilane,Created,Featured,False
5684,Video,,1573,Publish,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:20:13 AM,r1052746a48aecfe9854b03982d12beb,931,"submitted,{""threadId"":1391},pending",11/26/2020 10:03:10 AM,11/26/2020 10:03:53 AM,,0,0,84,36.08,,0,,The Last Bee / Viimne mesilane,Published,Normal,False
5685,Video,,1573,VideoType,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:20:15 AM,r1052746a48aecfe9854b03982d12beb,931,"submitted,{""threadId"":1391},pending",11/26/2020 10:03:10 AM,11/26/2020 10:03:53 AM,,0,0,84,36.08,,0,,The Last Bee / Viimne mesilane,Published,Featured,False
5690,Video,Original video: 1557,1574,Copy,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:21:34 AM,r1b87fe57a819b749e51e950cc17d2ba,931,"submitted,{""threadId"":1372},pending",11/25/2020 10:17:59 PM,11/25/2020 10:18:31 PM,,0,0,85,32.41,,0,,Ali Derakhshandeh / Director,Created,Featured,False
5691,Video,,1574,CustomLabel,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:21:47 AM,r1b87fe57a819b749e51e950cc17d2ba,931,"submitted,{""threadId"":1372},pending",11/25/2020 10:17:59 PM,11/25/2020 10:18:31 PM,,0,0,85,32.41,,0,,The Enemies / Vaenlased,Created,Featured,False
5692,Video,,1574,Publish,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:21:50 AM,r1b87fe57a819b749e51e950cc17d2ba,931,"submitted,{""threadId"":1372},pending",11/25/2020 10:17:59 PM,11/25/2020 10:18:31 PM,,0,0,85,32.41,,0,,The Enemies / Vaenlased,Published,Normal,False
5693,Video,,1574,VideoType,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:21:52 AM,r1b87fe57a819b749e51e950cc17d2ba,931,"submitted,{""threadId"":1372},pending",11/25/2020 10:17:59 PM,11/25/2020 10:18:31 PM,,0,0,85,32.41,,0,,The Enemies / Vaenlased,Published,Featured,False
5697,Video,Original video: 1545,1575,Copy,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:23:30 AM,r1b8f1f45e5a76292755c34989dd3f56,931,"submitted,{""threadId"":1347},pending",11/25/2020 5:24:30 PM,11/25/2020 5:25:16 PM,,0,0,86,61.35,,0,Sasha Molochnikov / director,Sasha Molochnikov / Director,Created,Featured,False
5698,Video,,1575,CustomLabel,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:23:44 AM,r1b8f1f45e5a76292755c34989dd3f56,931,"submitted,{""threadId"":1347},pending",11/25/2020 5:24:30 PM,11/25/2020 5:25:16 PM,,0,0,86,61.35,,0,Sasha Molochnikov / director,Tell her / Ütle talle,Created,Featured,False
5699,Video,,1575,Publish,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:23:45 AM,r1b8f1f45e5a76292755c34989dd3f56,931,"submitted,{""threadId"":1347},pending",11/25/2020 5:24:30 PM,11/25/2020 5:25:16 PM,,0,0,86,61.35,,0,Sasha Molochnikov / director,Tell her / Ütle talle,Published,Normal,False
5700,Video,,1575,VideoType,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:23:48 AM,r1b8f1f45e5a76292755c34989dd3f56,931,"submitted,{""threadId"":1347},pending",11/25/2020 5:24:30 PM,11/25/2020 5:25:16 PM,,0,0,86,61.35,,0,Sasha Molochnikov / director,Tell her / Ütle talle,Published,Featured,False
5705,Video,Original video: 1550,1576,Copy,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:26:21 AM,r14b775ecec7b49ea0c003a1fecb31ff,931,"submitted,{""threadId"":1326},pending",11/25/2020 7:29:49 PM,11/25/2020 7:35:17 PM,,0,0,87,53.44,,0,,Roxanne Griffith / Producer,Created,Featured,False
5706,Video,,1576,CustomLabel,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:26:32 AM,r14b775ecec7b49ea0c003a1fecb31ff,931,"submitted,{""threadId"":1326},pending",11/25/2020 7:29:49 PM,11/25/2020 7:35:17 PM,,0,0,87,53.44,,0,,Spin / Pöördes,Created,Featured,False
5707,Video,,1576,Publish,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:26:34 AM,r14b775ecec7b49ea0c003a1fecb31ff,931,"submitted,{""threadId"":1326},pending",11/25/2020 7:29:49 PM,11/25/2020 7:35:17 PM,,0,0,87,53.44,,0,,Spin / Pöördes,Published,Normal,False
5708,Video,,1576,VideoType,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:26:37 AM,r14b775ecec7b49ea0c003a1fecb31ff,931,"submitted,{""threadId"":1326},pending",11/25/2020 7:29:49 PM,11/25/2020 7:35:17 PM,,0,0,87,53.44,,0,,Spin / Pöördes,Published,Featured,False
5713,Video,Original video: 1562,1577,Copy,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:27:27 AM,r13f2b603e950268dda89899aa6f6a62,931,"submitted,{""threadId"":1285},pending",11/26/2020 8:16:48 AM,11/26/2020 8:17:21 AM,,0,0,88,21.52,,0,,Miroslav Mandic / Director,Created,Featured,False
5714,Video,,1577,CustomLabel,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:27:39 AM,r13f2b603e950268dda89899aa6f6a62,931,"submitted,{""threadId"":1285},pending",11/26/2020 8:16:48 AM,11/26/2020 8:17:21 AM,,0,0,88,21.52,,0,,Sanremo,Created,Featured,False
5715,Video,,1577,Publish,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:27:40 AM,r13f2b603e950268dda89899aa6f6a62,931,"submitted,{""threadId"":1285},pending",11/26/2020 8:16:48 AM,11/26/2020 8:17:21 AM,,0,0,88,21.52,,0,,Sanremo,Published,Normal,False
5716,Video,,1577,VideoType,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:27:43 AM,r13f2b603e950268dda89899aa6f6a62,931,"submitted,{""threadId"":1285},pending",11/26/2020 8:16:48 AM,11/26/2020 8:17:21 AM,,0,0,88,21.52,,0,,Sanremo,Published,Featured,False
5721,Video,Original video: 1551,1578,Copy,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:28:58 AM,r14239ee1dcc653882b57554076ec91e,931,"submitted,{""threadId"":1281},pending",11/25/2020 8:35:33 PM,11/25/2020 8:35:54 PM,,0,0,89,34.92,,0,,Lars Hubrich / Screenwriter,Created,Featured,False
5722,Video,,1578,CustomLabel,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:29:07 AM,r14239ee1dcc653882b57554076ec91e,931,"submitted,{""threadId"":1281},pending",11/25/2020 8:35:33 PM,11/25/2020 8:35:54 PM,,0,0,89,34.92,,0,,Rivale / Rivaal,Created,Featured,False
5723,Video,,1578,Publish,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:29:08 AM,r14239ee1dcc653882b57554076ec91e,931,"submitted,{""threadId"":1281},pending",11/25/2020 8:35:33 PM,11/25/2020 8:35:54 PM,,0,0,89,34.92,,0,,Rivale / Rivaal,Published,Normal,False
5724,Video,,1578,VideoType,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:29:11 AM,r14239ee1dcc653882b57554076ec91e,931,"submitted,{""threadId"":1281},pending",11/25/2020 8:35:33 PM,11/25/2020 8:35:54 PM,,0,0,89,34.92,,0,,Rivale / Rivaal,Published,Featured,False
5729,Video,Original video: 1552,1579,Copy,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 10:30:31 AM,r10e9ef7ada0a5298d1b7bcc04ad84ac,931,"submitted,{""threadId"":1188},pending",11/25/2020 8:39:36 PM,11/25/2020 8:40:18 PM,,0,0,90,28.3,,0,,Carlos E. Lesmes / Director,Created,Featured,False
5730,Video,,1579,CustomLabel,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 11:03:45 AM,r10e9ef7ada0a5298d1b7bcc04ad84ac,931,"submitted,{""threadId"":1188},pending",11/25/2020 8:39:36 PM,11/25/2020 8:40:18 PM,,0,0,90,28.3,,0,,"Look What You Made Me Do / Vaata, mis sa tegid",Created,Featured,False
5731,Video,,1579,Publish,631b63ae-1557-407a-b346-4bef91c1ae6d,11/26/2020 11:03:45 AM,r10e9ef7ada0a5298d1b7bcc04ad84ac,931,"submitted,{""threadId"":1188},pending",11/25/2020 8:39:36 PM,11/25/2020 8:40:18 PM,,0,0,90,28.3,,0,,"Look What You Made Me Do / Vaata, mis sa tegid",Published,Normal,False
